Date,SP500_MOM_3M
2006-01-24,0.08123512328560692
2006-01-25,0.0780585842557435
2006-01-26,0.07529254557624157
2006-01-27,0.0738403788866699
2006-01-30,0.07344390714322746
2006-01-31,0.0721378677839406
2006-02-01,0.07100878871164402
2006-02-02,0.06759547313547702
2006-02-03,0.06615449913689404
2006-02-06,0.06254633132386496
2006-02-07,0.057987015774281225
2006-02-08,0.05604593520371863
2006-02-09,0.05329487384093996
2006-02-10,0.0493405361951816
2006-02-13,0.04291598691608822
2006-02-14,0.039406338225613034
2006-02-15,0.03690325028520773
2006-02-16,0.036155022648465686
2006-02-17,0.03664988613183988
2006-02-21,0.036191659531524104
2006-02-22,0.03690956457307124
2006-02-23,0.03603118149846181
2006-02-24,0.03455871030861226
2006-02-27,0.03301504463932463
2006-02-28,0.03140208564712597
2006-03-01,0.030783248194698642
2006-03-02,0.029553093032641708
2006-03-03,0.02766226664939011
2006-03-06,0.024186042271377196
2006-03-07,0.021802703429772575
2006-03-08,0.019543626392168733
2006-03-09,0.01759361066331413
2006-03-10,0.01727041873834374
2006-03-13,0.017270427938894595
2006-03-14,0.01931802662518307
2006-03-15,0.020010659176385094
2006-03-16,0.020483217918939145
2006-03-17,0.020173434702233206
2006-03-20,0.021785050855563214
2006-03-21,0.02329144728705581
2006-03-22,0.025574778888338635
2006-03-23,0.02823808683367368
2006-03-24,0.029505612880794695
2006-03-27,0.02989385071238517
2006-03-28,0.028804420450276758
2006-03-29,0.029114116388766265
2006-03-30,0.029468357484921427
2006-03-31,0.029981477628203645
2006-04-03,0.031262303920297344
2006-04-04,0.031828590057415763
2006-04-05,0.031239267551152982
2006-04-06,0.030693308452278068
2006-04-07,0.028294887130601264
2006-04-10,0.026155460421432485
2006-04-11,0.02397685736926325
2006-04-12,0.019819904034874703
2006-04-13,0.016713298633559102
2006-04-17,0.013311630289466025
2006-04-18,0.011242599085130967
2006-04-19,0.010820261087794348
2006-04-20,0.009884365336424894
2006-04-21,0.011038935206483113
2006-04-24,0.01376156199070011
2006-04-25,0.016013336589196837
2006-04-26,0.0194758306784381
2006-04-27,0.022761574019593757
2006-04-28,0.024618337680302436
2006-05-01,0.026351602414005602
2006-05-02,0.027041725247878467
2006-05-03,0.02653852069318181
2006-05-04,0.027741037192641916
2006-05-05,0.028677699118772892
2006-05-08,0.029887792183466953
2006-05-09,0.03274188395742774
2006-05-10,0.034040721056447884
2006-05-11,0.03455767459234731
2006-05-12,0.034376964985648795
2006-05-15,0.03532620016426487
2006-05-16,0.034035574292339145
2006-05-17,0.0312784752385339
2006-05-18,0.025881764943342666
2006-05-19,0.01942815720901948
2006-05-22,0.013079966839235757
2006-05-23,0.00468070812478677
2006-05-24,-0.0021077154523420293
2006-05-25,-0.006725674258583924
2006-05-26,-0.0097183816846807
2006-05-30,-0.013847191770229039
2006-05-31,-0.016782648174413217
2006-06-01,-0.016292466993741973
2006-06-02,-0.01407732561040933
2006-06-05,-0.013521961095980728
2006-06-06,-0.012831202712182554
2006-06-07,-0.011785132823847244
2006-06-08,-0.010640127057830028
2006-06-09,-0.01162908896413185
2006-06-12,-0.014186296308117819
2006-06-13,-0.01825009292609977
2006-06-14,-0.022212964013290516
2006-06-15,-0.02571374869127897
2006-06-16,-0.030052272178263274
2006-06-19,-0.034014316758749295
2006-06-20,-0.037473892306750634
2006-06-21,-0.03977698430169917
2006-06-22,-0.04296052793868149
2006-06-23,-0.045174019985238914
2006-06-26,-0.045460150510669615
2006-06-27,-0.043950882642281086
2006-06-28,-0.04271649721583713
2006-06-29,-0.04105538879232505
2006-06-30,-0.03869898784295946
2006-07-03,-0.035079965746441885
2006-07-05,-0.033359124519549574
2006-07-06,-0.03216787323620514
2006-07-07,-0.03118795852798868
2006-07-10,-0.02887566872666376
2006-07-11,-0.026819223890652943
2006-07-12,-0.0248153057823271
2006-07-13,-0.02400752982597356
2006-07-14,-0.02600690995790027
2006-07-17,-0.02805709791991966
2006-07-18,-0.0320861776587088
2006-07-19,-0.033230720524435944
2006-07-20,-0.03512576228857235
2006-07-21,-0.03721192179360825
2006-07-24,-0.03864649659064734
2006-07-25,-0.039305193764876845
2006-07-26,-0.039966323693663076
2006-07-27,-0.03995955747049734
2006-07-28,-0.038300612431739746
2006-07-31,-0.036531092141711796
2006-08-01,-0.034364678619630315
2006-08-02,-0.0328861614692146
2006-08-03,-0.03057048047153623
2006-08-04,-0.028656568312143547
2006-08-07,-0.028739072154085943
2006-08-08,-0.03026414564536607
2006-08-09,-0.03173034142118245
2006-08-10,-0.0307903861446017
2006-08-11,-0.030241602743736495
2006-08-14,-0.030086624088030978
2006-08-15,-0.027369341975667004
2006-08-16,-0.023045025169730626
2006-08-17,-0.017781105826213006
2006-08-18,-0.011497548009886106
2006-08-21,-0.004997905214067788
2006-08-22,0.002412985159748626
2006-08-23,0.009449159683986453
2006-08-24,0.013882181600791433
2006-08-25,0.016945837659461872
2006-08-28,0.022303277054241167
2006-08-29,0.02549828218449155
2006-08-30,0.025050725261252894
2006-08-31,0.023434811468513384
2006-09-01,0.02426453323587576
2006-09-05,0.02536434353717052
2006-09-06,0.025514361230239313
2006-09-07,0.02564850398280718
2006-09-08,0.02755018218861325
2006-09-11,0.03140236035740651
2006-09-12,0.035374246162087467
2006-09-13,0.03983897593668391
2006-09-14,0.04309587102514001
2006-09-15,0.04732779340594686
2006-09-18,0.05025000400227546
2006-09-19,0.052592319865572515
2006-09-20,0.05490894867985015
2006-09-21,0.0578548252121581
2006-09-22,0.059779325852302855
2006-09-25,0.060822971413516
2006-09-26,0.061364286785166165
2006-09-27,0.061478079469550126
2006-09-28,0.06187798469143837
2006-09-29,0.06160357042318867
2006-10-02,0.05906190033739411
2006-10-03,0.05778370154992478
2006-10-04,0.057930057582840755
2006-10-05,0.059048521703392566
2006-10-06,0.05989124275421227
2006-10-09,0.05997724100604444
2006-10-10,0.059671276669776896
2006-10-11,0.06106793561378778
2006-10-12,0.06612550529870057
2006-10-13,0.07157922651321784
2006-10-16,0.07827364959569671
2006-10-17,0.08157510123606045
2006-10-18,0.08494069850957293
2006-10-19,0.08822028907773775
2006-10-20,0.0902709700480798
2006-10-23,0.09264537060621122
2006-10-24,0.09370352248206737
2006-10-25,0.09445850529860045
2006-10-26,0.09285995816068755
2006-10-27,0.09012395491571903
2006-10-30,0.08785547815436426
2006-10-31,0.08745103862161348
2006-11-01,0.08494855756624953
2006-11-02,0.08161250460502763
2006-11-03,0.08001119312472375
2006-11-06,0.0800063524540785
2006-11-07,0.0806478108806784
2006-11-08,0.0801822255755997
2006-11-09,0.08034650800911192
2006-11-10,0.0813460681522095
2006-11-13,0.08061454852846181
2006-11-14,0.08029356370618468
2006-11-15,0.08109304999060929
2006-11-16,0.0816998549356476
2006-11-17,0.0827511370366969
2006-11-20,0.08206214899198128
2006-11-21,0.08132226261371964
2006-11-22,0.08085531196979387
2006-11-24,0.08022003615135624
2006-11-27,0.0774935319839348
2006-11-28,0.07612589036606901
2006-11-29,0.07578650140066834
2006-11-30,0.07557450147219946
2006-12-01,0.07462776306222126
2006-12-04,0.07393734920782549
2006-12-05,0.07491463134215286
2006-12-06,0.07560800941039972
2006-12-07,0.07546152521875046
2006-12-08,0.07577518963799057
2006-12-11,0.07723513183044188
2006-12-12,0.07800736310149026
2006-12-13,0.07816184337034923
2006-12-14,0.0787562202089466
2006-12-15,0.08023559095085772
2006-12-18,0.0808920290038222
2006-12-19,0.07966016268302442
2006-12-20,0.07847765741526447
2006-12-21,0.07800813495472
2006-12-22,0.07588300131940429
2006-12-26,0.07429142194646834
2006-12-27,0.07395072441538304
2006-12-28,0.07299886896549121
2006-12-29,0.07115148839120763
2007-01-03,0.06954085164876456
2007-01-04,0.06789777551290259
2007-01-05,0.06473120684693134
2007-01-08,0.061132624277712135
2007-01-09,0.057891581960467155
2007-01-10,0.05628158970723638
2007-01-11,0.055455603365772356
2007-01-12,0.05468727329954355
2007-01-16,0.053343334848701
2007-01-17,0.05193097193659011
2007-01-18,0.0497113759787031
2007-01-19,0.04826932358013645
2007-01-22,0.0480461810260429
2007-01-23,0.048105047374920294
2007-01-24,0.04869903886143727
2007-01-25,0.0473510053459411
2007-01-26,0.04540193087670337
2007-01-29,0.042196144499347166
2007-01-30,0.0399888947617437
2007-01-31,0.0396507200068946
2007-02-01,0.04040029696366685
2007-02-02,0.04064148841743085
2007-02-05,0.04224594535534578
2007-02-06,0.043680339103118415
2007-02-07,0.04473690122571359
2007-02-08,0.04629918367001904
2007-02-09,0.04703986631875654
2007-02-12,0.04770037242724976
2007-02-13,0.04962281549511518
2007-02-14,0.05058903964960524
2007-02-15,0.050882289041432105
2007-02-16,0.05024267515010321
2007-02-20,0.048972801081076156
2007-02-21,0.0472080333577086
2007-02-22,0.04486301722786808
2007-02-23,0.043515698834251146
2007-02-26,0.04284150851525401
2007-02-27,0.03890147588321089
2007-02-28,0.03453714814380713
2007-03-01,0.030684138643594826
2007-03-02,0.025487689185633978
2007-03-05,0.019202492455989116
2007-03-06,0.014310868733012327
2007-03-07,0.009837220692477177
2007-03-08,0.005386078827526819
2007-03-09,0.0009241125436450504
2007-03-12,-0.002840830143165163
2007-03-13,-0.004424309278584037
2007-03-14,-0.006451288718835002
2007-03-15,-0.009455244960403852
2007-03-16,-0.011231169590728595
2007-03-19,-0.010208046030311734
2007-03-20,-0.010856063776507507
2007-03-21,-0.009959612685428531
2007-03-22,-0.00859870867398066
2007-03-23,-0.007015397597989015
2007-03-26,-0.005588141568237492
2007-03-27,-0.0027763551474342283
2007-03-28,-0.0007097607951661478
2007-03-29,0.0011567593597173298
2007-03-30,0.0024811214326577622
2007-04-02,0.0032574693137085164
2007-04-03,0.005650942504497558
2007-04-04,0.0067012308343358026
2007-04-05,0.007645650755795108
2007-04-09,0.009380576801489338
2007-04-10,0.010915427653656228
2007-04-11,0.01208354276882564
2007-04-12,0.013953800800366012
2007-04-13,0.015595337596976289
2007-04-16,0.018642471574593655
2007-04-17,0.0214192571416566
2007-04-18,0.022973891493363662
2007-04-19,0.024476511810456736
2007-04-20,0.026448689003685466
2007-04-23,0.028047641743979935
2007-04-24,0.0292023268956209
2007-04-25,0.031146529113729705
2007-04-26,0.033758309257828564
2007-04-27,0.03677433375260071
2007-04-30,0.03849300008708072
2007-05-01,0.03975175103799396
2007-05-02,0.04083480956853356
2007-05-03,0.041628858055555405
2007-05-04,0.041815724177439596
2007-05-07,0.042059702534166375
2007-05-08,0.042513112746758154
2007-05-09,0.04298829212536124
2007-05-10,0.04102765678531643
2007-05-11,0.04068673255300117
2007-05-14,0.04120828845790041
2007-05-15,0.04112718738621688
2007-05-16,0.04115987652928803
2007-05-17,0.04109572914438244
2007-05-18,0.04176197414957594
2007-05-21,0.041925153477343824
2007-05-22,0.04236235966196442
2007-05-23,0.04257286045679802
2007-05-24,0.04347379939163787
2007-05-25,0.04333835570139499
2007-05-29,0.046980938009508956
2007-05-30,0.051811401032759566
2007-05-31,0.05685125204846857
2007-06-01,0.06376490208333571
2007-06-04,0.07115943028329008
2007-06-05,0.07639089961760004
2007-06-06,0.0808389219605286
2007-06-07,0.08265044494935132
2007-06-08,0.08624219120076075
2007-06-11,0.08895214977495906
2007-06-12,0.08879068124514604
2007-06-13,0.08928187612062559
2007-06-14,0.08958563185228167
2007-06-15,0.08935590682908945
2007-06-18,0.08654388432742526
2007-06-19,0.08553119992295063
2007-06-20,0.08194311044183626
2007-06-21,0.08171663340547249
2007-06-22,0.07887101744449117
2007-06-25,0.07577312686057736
2007-06-26,0.07192324407626101
2007-06-27,0.06894739635365581
2007-06-28,0.0654079629016954
2007-06-29,0.06068978351679073
2007-07-02,0.05815009935902493
2007-07-03,0.0555075065206353
2007-07-05,0.05606298261912759
2007-07-06,0.05595678022209223
2007-07-09,0.05736869172183177
2007-07-10,0.05744005595363999
2007-07-11,0.05849285003878204
2007-07-12,0.05910535093993714
2007-07-13,0.06011696175305579
2007-07-16,0.059840738994064946
2007-07-17,0.05847370119997373
2007-07-18,0.05741876940614434
2007-07-19,0.05704110553789239
2007-07-20,0.05438897782513905
2007-07-23,0.052444695153460195
2007-07-24,0.0502517446071483
2007-07-25,0.04621542671308696
2007-07-26,0.03853967169864238
2007-07-27,0.029330111560122975
2007-07-30,0.023229991023326492
2007-07-31,0.015848943275229364
2007-08-01,0.008833077130458966
2007-08-02,0.0012243493601083789
2007-08-03,-0.0069465589990706286
2007-08-06,-0.013811099708881603
2007-08-07,-0.017936870035638375
2007-08-08,-0.020450457789989208
2007-08-09,-0.022248120669128856
2007-08-10,-0.02336463703352466
2007-08-13,-0.02613557979844716
2007-08-14,-0.029020558582500876
2007-08-15,-0.03410353271372015
2007-08-16,-0.03880237497352692
2007-08-17,-0.03902726943327678
2007-08-20,-0.041473492269899534
2007-08-21,-0.04446883929664307
2007-08-22,-0.04729508318255343
2007-08-23,-0.047707501437154944
2007-08-24,-0.04663920235885096
2007-08-27,-0.04667807020195987
2007-08-28,-0.048101125205271475
2007-08-29,-0.045373507532389466
2007-08-30,-0.043787757099438496
2007-08-31,-0.04297896578909251
2007-09-04,-0.0404756078602664
2007-09-05,-0.03839507936216154
2007-09-06,-0.03538758332840504
2007-09-07,-0.03599150904925754
2007-09-10,-0.037397535199967344
2007-09-11,-0.03545774353699592
2007-09-12,-0.03197223626079192
2007-09-13,-0.03016617305743049
2007-09-14,-0.028217968923631997
2007-09-17,-0.027535711489251213
2007-09-18,-0.025730626715578686
2007-09-19,-0.02168888268654793
2007-09-20,-0.02109849022665263
2007-09-21,-0.015965483677386427
2007-09-24,-0.010825937403312346
2007-09-25,-0.007756161932941185
2007-09-26,-0.003579247352741599
2007-09-27,0.0006876995604178871
2007-09-28,0.005418581790999866
2007-10-01,0.010788828177519938
2007-10-02,0.01312343969991806
2007-10-03,0.012983506772242637
2007-10-04,0.01401971925367913
2007-10-05,0.01415667779429335
2007-10-08,0.015633695362778276
2007-10-09,0.01705911035211527
2007-10-10,0.016746779433280977
2007-10-11,0.01516496248509298
2007-10-12,0.014400942437910791
2007-10-15,0.012541214509159205
2007-10-16,0.010620081847675766
2007-10-17,0.008927483986702022
2007-10-18,0.008507061680366301
2007-10-19,0.004171010729930235
2007-10-22,0.0010476048935330606
2007-10-23,-0.0019080531630576215
2007-10-24,-0.0006218081668140751
2007-10-25,0.003055845973998905
2007-10-26,0.006427095090900314
2007-10-29,0.01235932122167761
2007-10-30,0.017302178332243602
2007-10-31,0.02330703029400665
2007-11-01,0.0281772909220938
2007-11-02,0.033693335897665044
2007-11-05,0.035729155799178215
2007-11-06,0.037151561553911285
2007-11-07,0.0364614869637405
2007-11-08,0.03411439592863543
2007-11-09,0.030004320052113332
2007-11-12,0.02500075506655435
2007-11-13,0.025837449982556614
2007-11-14,0.02479754503827585
2007-11-15,0.019897805573722782
2007-11-16,0.01794994236160872
2007-11-19,0.015268762114790668
2007-11-20,0.012083010361453827
2007-11-21,0.007405683079424352
2007-11-23,0.0033381368847578362
2007-11-26,-0.000776795668544239
2007-11-27,-0.0019511923269539878
2007-11-28,-0.006877270037578753
2007-11-29,-0.01025112930267692
2007-11-30,-0.010126374719425846
2007-12-03,-0.012180209962719546
2007-12-04,-0.01186839158281594
2007-12-05,-0.009766942069202011
2007-12-06,-0.0029395165380732722
2007-12-07,0.0033225794821280406
2007-12-10,0.010405938302556395
2007-12-11,0.011108118172141069
2007-12-12,0.010926673541455345
2007-12-13,0.01037821823889803
2007-12-14,0.00930396227597281
2007-12-17,0.005584115994268057
2007-12-18,0.0013864265479302084
2007-12-19,-0.0033797034473456835
2007-12-20,-0.011381784097099534
2007-12-21,-0.017222017422300985
2007-12-24,-0.02161242400058514
2007-12-26,-0.023846095450089012
2007-12-27,-0.027622713927834976
2007-12-28,-0.0310639559336233
2007-12-31,-0.03556062424007249
2008-01-02,-0.03713079465169165
2008-01-03,-0.038291394001502874
2008-01-04,-0.0424666198967556
2008-01-07,-0.0472438921873508
2008-01-08,-0.055511167022506656
2008-01-09,-0.06411124004809632
2008-01-10,-0.07138854856272128
2008-01-11,-0.07765788820185983
2008-01-14,-0.0838163026477605
2008-01-15,-0.08956269988587044
2008-01-16,-0.09387727600934875
2008-01-17,-0.10136871143894507
2008-01-18,-0.10681744004982066
2008-01-22,-0.11040868858171424
2008-01-23,-0.11108433221434624
2008-01-24,-0.11213998523450108
2008-01-25,-0.11526479439997184
2008-01-28,-0.1159910396351899
2008-01-29,-0.11793866038927399
2008-01-30,-0.11912279272883594
2008-01-31,-0.11833553434094948
2008-02-01,-0.11477743224396923
2008-02-04,-0.10928465580665922
2008-02-05,-0.10807491630425677
2008-02-06,-0.10863765678349775
2008-02-07,-0.10967464339166351
2008-02-08,-0.10723366892872983
2008-02-11,-0.10583673737824158
2008-02-12,-0.10178167854135615
2008-02-13,-0.0947660748553774
2008-02-14,-0.09373278508728813
2008-02-15,-0.09199607350451906
2008-02-19,-0.09059008200051147
2008-02-20,-0.08589660540203019
2008-02-21,-0.08052983228548985
2008-02-22,-0.07448326321069798
2008-02-25,-0.06787641204048725
2008-02-26,-0.06280272871221901
2008-02-27,-0.05752367440872867
2008-02-28,-0.056762411998422725
2008-02-29,-0.05725755044045773
2008-03-03,-0.058472785970107535
2008-03-04,-0.06184210985343582
2008-03-05,-0.06449654468363791
2008-03-06,-0.06899761289620951
2008-03-07,-0.07588813211647397
2008-03-10,-0.08823605667698628
2008-03-11,-0.09634171398378957
2008-03-12,-0.10807607209896859
2008-03-13,-0.11481142544656353
2008-03-14,-0.11874019863289283
2008-03-17,-0.12355542481022455
2008-03-18,-0.12247874251017246
2008-03-19,-0.12325738555540817
2008-03-20,-0.12104882503086922
2008-03-24,-0.11524090079596827
2008-03-25,-0.10705592547517565
2008-03-26,-0.10448194444280523
2008-03-27,-0.10222102556584071
2008-03-28,-0.10342783807713421
2008-03-31,-0.10048107105595623
2008-04-01,-0.09357615871725296
2008-04-02,-0.09109595418086129
2008-04-03,-0.08627558030074148
2008-04-04,-0.08295627849861342
2008-04-07,-0.0786283750201838
2008-04-08,-0.07486712400728235
2008-04-09,-0.06777975471949953
2008-04-10,-0.059820944084366515
2008-04-11,-0.053799810398785064
2008-04-14,-0.048586318955440064
2008-04-15,-0.04703783054958943
2008-04-16,-0.04134699019290235
2008-04-17,-0.036523846978630384
2008-04-18,-0.02693840016195077
2008-04-21,-0.01941672937009682
2008-04-22,-0.010847402382990413
2008-04-23,-0.005191851430454519
2008-04-24,0.0009737173479816619
2008-04-25,0.01218682615649953
2008-04-28,0.020508203877465415
2008-04-29,0.028387747668026576
2008-04-30,0.03176021504957394
2008-05-01,0.03455007206202552
2008-05-02,0.0315931387965761
2008-05-05,0.028772069069485373
2008-05-06,0.029884915418909697
2008-05-07,0.03178208886825682
2008-05-08,0.03360959211096726
2008-05-09,0.032837833131914726
2008-05-12,0.03451835967046653
2008-05-13,0.03643276994428992
2008-05-14,0.03726803090351762
2008-05-15,0.04057327918968519
2008-05-16,0.04483121069964187
2008-05-19,0.04867162722906089
2008-05-20,0.04648944912432764
2008-05-21,0.04509345707132375
2008-05-22,0.04359569209472709
2008-05-23,0.03961594725234367
2008-05-27,0.035097048214089474
2008-05-28,0.03186436165875846
2008-05-29,0.03106853451428817
2008-05-30,0.030771663996534793
2008-06-02,0.029270258313878306
2008-06-03,0.02733482178552036
2008-06-04,0.026672247264515003
2008-06-05,0.030727991578973546
2008-06-06,0.03288443711683757
2008-06-09,0.03952479680624643
2008-06-10,0.04209233666291674
2008-06-11,0.043349903278569114
2008-06-12,0.04296808066403315
2008-06-13,0.04330711896744559
2008-06-16,0.04577021016102667
2008-06-17,0.04345097162337885
2008-06-18,0.043223056566932816
2008-06-19,0.036580439625625516
2008-06-20,0.029009327745119606
2008-06-23,0.019481780052555388
2008-06-24,0.014619021802499577
2008-06-25,0.012291535774672924
2008-06-26,0.007999087255549143
2008-06-27,-0.0009325470070882357
2008-06-30,-0.014058115721454744
2008-07-01,-0.021616870334704663
2008-07-02,-0.032522408837683134
2008-07-03,-0.041368702506530505
2008-07-07,-0.04776149925354485
2008-07-08,-0.05190092660788773
2008-07-09,-0.05800600755379402
2008-07-10,-0.06559635960207036
2008-07-11,-0.07016112965591208
2008-07-14,-0.07434021626339525
2008-07-15,-0.07671522985993269
2008-07-16,-0.07941912719586741
2008-07-17,-0.07925401308357767
2008-07-18,-0.08073470575978445
2008-07-21,-0.0812080574668641
2008-07-22,-0.08167322332304362
2008-07-23,-0.08064982335900205
2008-07-24,-0.0825862350101845
2008-07-25,-0.08560426628617548
2008-07-28,-0.0896759712767943
2008-07-29,-0.08990305417523671
2008-07-30,-0.08847073511859388
2008-07-31,-0.09083679635668766
2008-08-01,-0.09237453781836405
2008-08-04,-0.09440127490726023
2008-08-05,-0.09661504016123323
2008-08-06,-0.09695574922603363
2008-08-07,-0.09655943461376304
2008-08-08,-0.0931622917960776
2008-08-11,-0.08856145275793721
2008-08-12,-0.08746375381068419
2008-08-13,-0.08887026625198177
2008-08-14,-0.08797438997203678
2008-08-15,-0.08603214884319722
2008-08-18,-0.08514859314581714
2008-08-19,-0.08612405192083128
2008-08-20,-0.08705364880350813
2008-08-21,-0.08600179440608982
2008-08-22,-0.0854631104530623
2008-08-25,-0.0870169575868598
2008-08-26,-0.0875106436418258
2008-08-27,-0.08712993777489146
2008-08-28,-0.08507250917333925
2008-08-29,-0.08357357791278937
